Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kerala-mens-shirt,,,,,,,,Colour,Navy Blue Block Print,,,,,KQ-kerala-mens-shirt-navy-blue-block-print,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/KeralanavyblockonwhitemenscottonshirtL3.jpg?v=1778956780,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/KeralanavyblockonwhitemenscottonshirtL3.jpg?v=1778956780,7,Kerala Shirt - Navy Blue Block Print,,,,,,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/KeralanavyblockonwhitemenscottonshirtL.jpg?v=1778956780,8,Kerala Shirt - Navy Blue Block Print,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Pink Frangipani,,,,,KQ-kerala-mens-shirt-pink-frangipani,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/KeralapinkfrangipanimenscottonshirtL.jpg?v=1778956780,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/KeralapinkfrangipanimenscottonshirtL.jpg?v=1778956780,9,Kerala Shirt - Pink Frangipani,,,,,,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/KeralapinkfrangipanimenscottonshirtL2.jpg?v=1778956780,10,Kerala Shirt - Pink Frangipani,,,,,,,,
kerala-mens-shirt,,,,,,,,Colour,Pale Blue Block Print,,,,,KQ-kerala-mens-shirt-pale-blue-block-print,300,shopify,10,deny,manual,65.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/Keralapaleblueblockmen_scottonshirtL2.jpg?v=1778956780,g,,,
kerala-mens-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/Keralapaleblueblockmen_scottonshirtL2.jpg?v=1778956780,11,Kerala Shirt - Pale Blue Block Print,,,,,,,,
jungle-print-shirt,Jungle Shirt,"<p>A bold shirt in deep indigo cotton, hand-printed with an Indian jungle motif of palms, foliage and birds. A large, loose, easy fit &mdash; made to be lived in, layered and loved.</p><ul><li>Material: 100% Cotton</li><li>Origin: Hand-printed in India</li><li>Care: Cool wash. Do not tumble dry.</li></ul>",Kaftan Queens,,Shirt,"men,shirt,new",TRUE,Colour,Blue Jungle,,,,,KQ-jungle-print-shirt-blue-jungle,300,shopify,10,deny,manual,75.00,,TRUE,TRUE,,,,,,Jungle Shirt | Kaftan Queens,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/05de4u7f_image1.jpeg,g,,,active
jungle-print-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/05de4u7f_image1.jpeg,1,Jungle Shirt - Blue Jungle,,,,,,,,
jungle-print-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/464iwadb_image0.jpeg,2,Jungle Shirt - Blue Jungle,,,,,,,,
light-cotton-dress,Narlai Dress,"<p>A breezy lightweight cotton dress with a delicate hand-printed floral motif, ruffled sleeves and shoulders, smocked waist, and tasselled drawstring tie. Effortless femininity for sun-drenched days.</p><ul><li>Material: Cotton / Viscose</li><li>Origin: Hand-printed in India</li><li>Care: Dry clean only.</li></ul>",Kaftan Queens,,Dress,"women,dress",TRUE,Colour,Pink White,,,,,KQ-light-cotton-dress-pink-white,300,shopify,10,deny,manual,95.00,,TRUE,TRUE,,,,,,Narlai Dress | Kaftan Queens,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/ra5xg2lw_5654a25f-7bfc-48e3-af34-6bf0da481eb5.jpg,g,,,active
light-cotton-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/ra5xg2lw_5654a25f-7bfc-48e3-af34-6bf0da481eb5.jpg,1,Narlai Dress - Pink White,,,,,,,,
light-cotton-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/ka9ax8vj_7d05f83a-a321-42cc-af6d-cfd184bb8975.jpg,2,Narlai Dress - Pink White,,,,,,,,
light-cotton-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/y3xx0o3z_5aec3ca5-e17f-4142-82d1-8e258f728b4f.jpg,3,Narlai Dress - Pink White,,,,,,,,
light-cotton-dress,,,,,,,,Colour,White Ditsy,,,,,KQ-light-cotton-dress-white-ditsy,300,shopify,0,deny,manual,95.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/3h7lsqkt_IMG_7306_f4544a0a-c7d0-49f7-bbe8-4a66ea048cb0.jpg,g,,,
light-cotton-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/3h7lsqkt_IMG_7306_f4544a0a-c7d0-49f7-bbe8-4a66ea048cb0.jpg,4,Narlai Dress - White Ditsy,,,,,,,,
light-cotton-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/ygcvmbdh_IMG_7307.jpg,5,Narlai Dress - White Ditsy,,,,,,,,
light-cotton-dress,,,,,,,,Colour,Blue Flower,,,,,KQ-light-cotton-dress-blue-flower,300,shopify,10,deny,manual,95.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/dalun1op_IMG_7300.jpg,g,,,
light-cotton-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/dalun1op_IMG_7300.jpg,6,Narlai Dress - Blue Flower,,,,,,,,
light-cotton-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/wmv5mqsy_IMG_7301.jpg,7,Narlai Dress - Blue Flower,,,,,,,,
palazzo-trousers,Palazzo Trousers,"<p>Palazzo trousers with a wide, comfortable stretch waist that sits beautifully on any silhouette. Wide, flowing leg in a delicate hand-printed floral viscose. Available in two lengths &mdash; Short or Long.</p><ul><li>Material: Viscose</li><li>Origin: Hand-printed in India</li><li>Sizing: Inside leg to hem &mdash; Short 53 cm &middot; Long 66 cm</li><li>Care: Dry clean only.</li></ul>",Kaftan Queens,,Trousers,"women,trousers,bestseller",TRUE,Colour,Teal Blue & White Flower,Size,Short,,,KQ-palazzo-trousers-teal-blue-white-flower-short,300,shopify,10,deny,manual,55.00,,TRUE,TRUE,,,,,,Palazzo Trousers | Kaftan Queens,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/60ickvjo_image3.jpg,g,,,active
palazzo-trousers,,,,,,,,Colour,Teal Blue & White Flower,Size,Long,,,KQ-palazzo-trousers-teal-blue-white-flower-long,300,shopify,10,deny,manual,55.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/60ickvjo_image3.jpg,g,,,
palazzo-trousers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/60ickvjo_image3.jpg,1,Palazzo Trousers - Teal Blue & White Flower,,,,,,,,
palazzo-trousers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/40bg5a06_image0_20_281_29.jpg,2,Palazzo Trousers - Teal Blue & White Flower,,,,,,,,
palazzo-trousers,,,,,,,,Colour,Pink & Blue Flower,Size,Short,,,KQ-palazzo-trousers-pink-blue-flower-short,300,shopify,10,deny,manual,55.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/tuejngv9_image0.jpg,g,,,
palazzo-trousers,,,,,,,,Colour,Pink & Blue Flower,Size,Long,,,KQ-palazzo-trousers-pink-blue-flower-long,300,shopify,10,deny,manual,55.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/tuejngv9_image0.jpg,g,,,
palazzo-trousers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/tuejngv9_image0.jpg,3,Palazzo Trousers - Pink & Blue Flower,,,,,,,,
palazzo-trousers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/mkfwviik_image1.jpg,4,Palazzo Trousers - Pink & Blue Flower,,,,,,,,
palazzo-trousers,,,,,,,,Colour,"Orange, Yellow & Gold Fleck",Size,Short,,,KQ-palazzo-trousers-orange-yellow-gold-fleck-short,300,shopify,10,deny,manual,55.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/36vuwgr6_image1.jpg,g,,,
palazzo-trousers,,,,,,,,Colour,"Orange, Yellow & Gold Fleck",Size,Long,,,KQ-palazzo-trousers-orange-yellow-gold-fleck-long,300,shopify,10,deny,manual,55.00,,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/36vuwgr6_image1.jpg,g,,,
palazzo-trousers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/36vuwgr6_image1.jpg,5,"Palazzo Trousers - Orange, Yellow & Gold Fleck",,,,,,,,
palazzo-trousers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0961/6064/5463/files/urki5462_image0.jpg,6,"Palazzo Trousers - Orange, Yellow & Gold Fleck",,,,,,,,
butterfly-long-dress,Butterfly Long Dress,"<p>A flowing, ankle-grazing dress with butterfly sleeves and a relaxed silhouette. Crafted in soft cotton/viscose, hand-finished in India. Made to flutter from beach to bar.</p><ul><li>Material: Cotton / Viscose</li><li>Origin: Hand-finished in India</li><li>Care: Dry clean only.</li></ul>",Kaftan Queens,,Dress,"women,dress,new",TRUE,Colour,Antique Rose,,,,,KQ-butterfly-long-dress-antique-rose,300,shopify,10,deny,manual,95.00,,TRUE,TRUE,,,,,,Butterfly Long Dress | Kaftan Queens,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/xyvkdofe_IMG_7412.jpeg,g,,,active
butterfly-long-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/xyvkdofe_IMG_7412.jpeg,1,Butterfly Long Dress - Antique Rose,,,,,,,,
butterfly-long-dress,,,,,,,,Colour,Blue/White,,,,,KQ-butterfly-long-dress-blue-white,300,shopify,0,deny,manual,95.00,,TRUE,TRUE,,,,,,,,,g,,,
butterfly-long-dress,,,,,,,,Colour,Bohemian,,,,,KQ-butterfly-long-dress-bohemian,300,shopify,0,deny,manual,95.00,,TRUE,TRUE,,,,,,,,,g,,,
butterfly-long-dress,,,,,,,,Colour,Python,,,,,KQ-butterfly-long-dress-python,300,shopify,10,deny,manual,95.00,,TRUE,TRUE,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/1cct5rz4_IMG_7403.jpeg,g,,,
butterfly-long-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/1cct5rz4_IMG_7403.jpeg,2,Butterfly Long Dress - Python,,,,,,,,
butterfly-long-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/sqg76by8_IMG_7406.jpeg,3,Butterfly Long Dress - Python,,,,,,,,
butterfly-long-dress,,,,,,,,,,,,,,,,,,,,,,,,,https://customer-assets.emergentagent.com/job_image-scraper-3/artifacts/5pmbt5it_IMG_7418.jpeg,4,Butterfly Long Dress - Python,,,,,,,,
